NO,XX,腔調,客語
33850,,大埔,晒過个被骨蓋著較燒暖。
33948,,大埔,晒過个被骨蓋著較燒暖。
34045,,大埔,晒過个被骨蓋著較燒暖。
34143,,大埔,晒過个被骨蓋著較燒暖。
8269,,大埔,書合起來。
9153,,大埔,書店曾有賣這本書？
34124,,大埔,書店還買得著《弟子規》這本書。
9261,,大埔,書架做加兩架。
11185,,大埔,書桌下有兩粒球。
9508,,大埔,書項个圖片印來當靚。
10942,,大埔,根據政府个公告，天光日放尞。
29735,60.0,大埔,根據醫學研究，人使毋得在當烈个日頭下做事，做忒久，無斯，毋單淨會曬到烏刻刻，還可能會得著癌症。所以，同伯姆講，愛勸阿伯：毋好透當晝去巡田水；同佢講：毋好試著自家當砸磳，各種怪病斯專門尋這種人喔！
29646,59.0,大埔,根據醫學研究，人使毋得在當烈个日頭下做事做忒久，無斯，毋單淨會曬到烏刻刻，還可能會得著癌症。所以，同伯姆講，愛勸阿伯：毋好透當晝去巡田水；同佢講：毋好試著自家當砸磳，各種怪病斯專門尋這種人喔！
29823,60.0,大埔,根據醫學研究，人使毋得在當烈个日頭下做事做忒久，無斯，毋單淨會曬到烏刻刻仔，還可能會得著癌症。所以，同伯姆講，愛話阿伯：毋好透當晝去巡田水；同佢講：毋好試著自家當砸磳，各種怪病斯專門尋這種人喔！
28078,,大埔,根據醫學研究，人使毋得在當猛个日頭下做事做忒久，無斯，毋單淨會曬去烏刻刻，還驚怕會得著癌症。因致𠊎，同伯姆講愛話阿伯，毋好透當晝去巡田水。同佢講，毋好靠恃自家身體砸磳，各種怪病斯係專門尋這種人喔。
28170,,大埔,根據醫學研究，人使毋得在當猛个日頭下做事做忒久，無斯，毋單淨會曬去烏刻刻，還驚怕會得著癌症。因致𠊎，同伯姆講愛話阿伯，毋好透當晝去巡田水。同佢講，毋好靠恃自家身體砸磳，各種怪病斯係專門尋這種人喔。
28262,,大埔,根據醫學研究，人使毋得在當猛个日頭下做事做忒久，無斯，毋單淨會曬去烏刻刻，還驚怕會得著癌症。因致𠊎，同伯姆講愛話阿伯，毋好透當晝去巡田水。同佢講，毋好靠恃自家身體砸磳，各種怪病斯係專門尋這種人喔。
26252,,大埔,根據醫學研究，人使毋得在當𤊶个日頭下做事做忒久，若無，毋單淨會曬到烏刻刻，還驚怕會得著癌症。因致，𠊎同伯姆講，愛話阿伯毋好透當晝去巡田水。同佢講，毋好倚恃自家當砸磳，各種怪病斯專門尋這種人喔。
26345,,大埔,根據醫學研究，人使毋得在當𤊶个日頭下做事做忒久，若無，毋單淨會曬到烏刻刻，還驚怕會得著癌症。因致，𠊎同伯姆講，愛話阿伯毋好透當晝去巡田水。同佢講，毋好倚恃自家當砸磳，各種怪病斯專門尋這種人喔。
26621,,大埔,根據醫學研究，人使毋得在當𤊶个日頭下做事做忒久，若無，毋單淨會曬到烏刻刻，還驚怕會得著癌症。因致，𠊎同伯姆講，愛話阿伯毋好透當晝去巡田水。同佢講，毋好倚恃自家當砸磳，各種怪病斯專門尋這種人喔。
26530,,大埔,根據醫學研究，人使毋得在當𤊶个日頭下做事做忒久，若無，毋單淨會曬到烏刻刻，還驚怕會得著癌症。因致，𠊎同伯姆講，愛話阿伯毋好透當晝去巡田水。同佢講，毋好倚恃自家當砸磳，各種怪病斯專門尋這種人喔。（聽）阿伯有可能係做麼个頭路个？耕田。
26437,,大埔,根據醫學研究，人使毋得在當𤊶个日頭下做事做忒久，若無，毋單淨會曬到烏刻刻，還驚怕會得著癌症。因致，𠊎同伯姆講，愛話阿伯毋好透當晝去巡專門尋這種人喔。
25176,,大埔,根據醫學研究，人使毋得在當𤊶个日頭下做事做忒久，若無，毋單淨會曬到烏刻刻，還驚怕會得著癌症。因致，𠊎同伯姆講，愛勸阿伯毋好透當晝去巡田水。同佢講，毋好恅著自家當紮增，各種怪病斯專門尋這種人喔。
25300,,大埔,根據醫學研究，人使毋得在當𤊶个日頭下做事做忒久，若無，毋單淨會曬到烏刻刻，還驚怕會得著癌症。因致，𠊎同伯姆講，愛勸阿伯毋好透當晝去巡田水。同佢講，毋好恅著自家當紮增，各種怪病斯專門尋這種人喔。
36868,,大埔,根據醫學研究，人使毋得在當𤊶个日頭下做事做忒久，若無，毋單淨會曬到烏刻刻，還驚怕會得著癌症。因致，𠊎同伯姆講，愛勸阿伯毋好透當晝去巡田水。同佢講，毋好恅著自家當紮增，各種怪病斯專門尋這種人喔。
29581,,大埔,桃園龍潭个地豆糖已好食，當多人買來送禮/做等路。
29669,,大埔,桃園龍潭个地豆糖已好食，當多人買來送禮/做等路。
29757,,大埔,桃園龍潭个地豆糖已好食，當多人買來送禮/做等路。
11016,,大埔,桌面當油，愛抺抺哩！
11059,,大埔,桌項个書毋知分麼人偷去。
9521,,大埔,桌項个資料拿分𠊎。
10532,,大埔,桌擺毋著向咧，有拖箱該片愛向轉來正著。
9119,,大埔,氣象講中部會落大雨。
9043,,大埔,海外乜有客人，有兜還會講客話。
36561,,大埔,海肚有一樣魚，安做墨斗魚，佢會噴出墨汁將海水變烏，因致又安做烏賊。有一日，一隻墨斗魚在海脣游尞，佢驚別儕看著佢，斯噴出墨汁將自家囥撇，佢認為這係保護自家盡好个辦法。有一隻海鳥看著一片烏疏疏个海水，試著當奇怪，同佢看較真兜，發現墨水底下有魚，斯躍落去，將該隻墨斗魚挾起來，飽食一餐。衰過這墨斗魚，總係知好用噴墨汁个方法來隱身，無愐講愛仰脣來提防海鳥个疑狐，結果嗄身份敗露，分海鳥捉去做飯餐，奈何！
8835,,大埔,海軍會在船項。
9814,,大埔,海脣風恁大，你又講無停，係食著海風，轉去會失聲。
11135,,大埔,海脣搞沙。
9968,,大埔,消防隊收著一竇油籮蜂，蜂做下拿來浸酒。
8400,,大埔,烏天暗地，像會落雨个樣。
10945,,大埔,烏蠅逐都逐毋走，還得人惱。
35768,,大埔,狹路个位所，相閃車當困難。
35827,,大埔,狹路个位所，相閃車當困難。
35886,,大埔,狹路个位所，相閃車當困難。
35945,,大埔,狹路个位所，相閃車當困難。
36004,,大埔,狹路个位所，相閃車當困難。
11749,,大埔,班項恁多人，佢盡乖。
11708,,大埔,班項逐個都當牛，尤其係佢。
11599,,大埔,班項單淨一個細阿哥。
9142,,大埔,琉球一旦斯係中國个土地。
8473,,大埔,留張紙條分阿姆放心。
11200,,大埔,留落來食晝好無？
11792,,大埔,留該一屑做麼个？做下煮撇去。
26205,,大埔,畜个狗大到像豬个樣。
26298,,大埔,畜个狗大到像豬个樣。
26390,,大埔,畜个狗大到像豬个樣。
26483,,大埔,畜个狗大到像豬个樣。
26574,,大埔,畜个狗大到像豬个樣。
26204,,大埔,畜个豬像狗个樣。
26297,,大埔,畜个豬像狗个樣。
26389,,大埔,畜个豬像狗个樣。
26482,,大埔,畜个豬像狗个樣。
26573,,大埔,畜个豬像狗个樣。
11503,,大埔,疾去哇哇滾。
9694,,大埔,疾去緊掣。
9555,,大埔,疾到緊掣。
11650,,大埔,盎肚插核當靚个花。
10784,,大埔,盎插核一蕊花。
28214,,大埔,真金毋怕火，定著會重見光明。
8310,,大埔,眠帳裡肚拔蚊。
10727,,大埔,破病當艱苦。
8502,,大埔,祖公放正廳拜。
8995,,大埔,祝福你平安順勢。
10670,,大埔,秤同秤鉈係一付一當个，少一項都使毋得。
8343,,大埔,秧正掖無久，堵著寒流嗄死淨淨。
28127,,大埔,笑面人毋會儘採使拳頭。
28128,,大埔,笑容使得化解暴力。
9902,,大埔,粄挾起來係會牽絲，斯係壞撇咧。
8112,,大埔,粄條滴一屑酸醋已合味。
12010,,大埔,粉枋吂捽淨，過捽一下。
12011,,大埔,粉枋恁屙糟，粉枋捽拿來捽淨。
9447,,大埔,粉筆毋見撇。
10667,,大埔,紙炮買兩串轉來。
8325,,大埔,紙袋驚塌撇，底下手愛托緊。
33830,,大埔,紙鷂飛都半天高，老弟老妹看著斯緊搭手／拍手。
35996,,大埔,紡織業越來越進步，底衫个質料緊做緊幼秀。
10208,,大埔,索毋耐當。
11965,,大埔,耕田人煞猛耕田。
11966,,大埔,耕田愛照節氣來做事。
9412,,大埔,耕種人愛自家掖秧。
35830,,大埔,耕種人當辛苦，有日無夜做到(都)兩頭烏。
35889,,大埔,耕種人當辛苦，有日無夜做到(都)兩頭烏。
35948,,大埔,耕種人當辛苦，有日無夜做到(都)兩頭烏。
36007,,大埔,耕種人當辛苦，有日無夜做到(都)兩頭烏。
33242,,大埔,耕種人當辛苦，有日無夜做到兩頭烏。
35771,,大埔,耕種人當辛苦，有日無夜做到兩頭烏。
28098,,大埔,臭狐癖个人愛多噴香水，正毋會得人惱。
33186,,大埔,臭餿冷飯容易食，冷言冷語難入耳。
33183,,大埔,臭餿冷飯容易食，冷言冷語難落肚。
33187,,大埔,臭餿冷飯燉燒來正食，冷言冷語愛吞落肚。
34063,,大埔,臭餿飯毋食毋會變，事情拖久還係你愛做。
10010,,大埔,茶米轉潤，愛熇燥來。
9710,,大埔,茶袋肚个茶青頓拶來，還使得張加兜入去。
9956,,大埔,茶箍滑滑，當會對手項溜走。
11111,,大埔,草生到恁長，有閒去挷挷哩！
9790,,大埔,草生到恁高，愛去劈草。
11112,,大埔,草生都恁長，有閒去挷挷哩！
9886,,大埔,草坪个草正割啊撇，風吹啊來斯鼻得著臭青味。
10523,,大埔,草坪青溜溜，對中有一頭樹，當打眼。
26187,,大埔,草坪項青溜溜，對中央有一頭大紅花，當打眼。
9750,,大埔,草結先窿入去，等火較猛兜，竹笐正窿入去。
8362,,大埔,蚊叼著一大胮。
10895,,大埔,蚊飛來飛去，還得人惱。
10959,,大埔,蚊恁多，門愛關好來。
11968,,大埔,記者等下愛來採訪，你準備一下。
10918,,大埔,記得愛帶等路轉來。
25072,,大埔,記得還細時節，逐擺看著阿姆擐緊菜籃，裝緊牲儀，愛去拜敬伯公，心肝斯當暢，阿姆會喊𠊎共下去，佢講有拜伯公，讀書正會較識；毋過，𠊎跈去个目的係阿姆逐擺拜好，斯會先拿一細片雞肝分𠊎食。到讀小學該下，比人較早放學，斯會先去伯公下尞，歸大陣細人在伯公下搞棋子，份家啦，嘴燥斯食伯公个神茶。
8248,,大埔,記載重要个事件。
35758,,大埔,起赤砂已艱苦，目珠紅，目屎多。
11131,,大埔,起風咧！著領外衫，無斯會寒著哦！
8754,,大埔,起麼个神經？
9455,,大埔,送佢一支鋼筆。
9399,,大埔,送信个逐日都會來。
8701,,大埔,酒當釅。
8646,,大埔,針尖尖，你愛擎好，毋好刺著。
8069,,大埔,院項有當多病人。
11819,,大埔,除撇工作以外，家庭生活乜已重要。
11821,,大埔,除撇你還有麼人？
11820,,大埔,除撇英語，你還會講麼个話？
11237,,大埔,高雄係厥故鄉。
11982,,大埔,高麗菜大出，十分便宜。
10697,,大埔,高麗菜大出，這下落大價，一粒賣無十個銀。
9401,,大埔,高麗菜大出，嗄賣毋出。
9354,,大埔,高麗菜大出嗄落價。
9951,,大埔,高麗菜煮啊去斯蝕撇，伸無幾多。
11378,,大埔,䟘床目珠擘到金金。
11379,,大埔,䟘床目珠擘都金金。
9449,,大埔,假期一下斯過撇。
9077,,大埔,偏偏毋聽人講。
26316,,大埔,做一隻箱愛歸日个時間。
10695,,大埔,做人个乞食頭路，一個月賺無幾多錢，當難過日。
26320,,大埔,做人个世大人毋好大細目，全家大細正會和。
9759,,大埔,做人个秘書，愛同頭家擐皮包。
10621,,大埔,做人毋好自私，無斯會分人嫌到臭屎。
28040,,大埔,做人毋好忒省，愛食較像樣兜，著較像樣兜。
10335,,大埔,做人毋好忒戥真，會交無朋友。
10280,,大埔,做人毋好忒橫，若係見人做下閃你像驚鬼个樣，該斯大事咧。
8557,,大埔,做人毋好恁自私。
36860,,大埔,做人毋好專門想去害人。
9635,,大埔,做人毋好梟心，正會受人歡迎。
25269,,大埔,做人後叔、後哀無恁該喢，對前人子較好，人都會嫌。
8847,,大埔,做人做事愛有道德。
10261,,大埔,做人莫燒話，是非自然無。
9675,,大埔,做人愛光明正大，毋好總係想空想缺想愛謀人。
10432,,大埔,做人愛知規矩，毋好無大無細，毋知分寸。
10451,,大埔,做人愛擔輸贏，係講應承人使毋得落櫃。
8868,,大埔,做人愛顧謙正好。
35767,,大埔,做人爺哀愛平心，絕對毋好大細目。
35826,,大埔,做人爺哀愛平心，絕對毋好大細目。
35885,,大埔,做人爺哀愛平心，絕對毋好大細目。
35944,,大埔,做人爺哀愛平心，絕對毋好大細目。
36003,,大埔,做人爺哀愛平心，絕對毋好大細目。
8721,,大埔,做人爺哀愛平心正好。
11488,,大埔,做人當成功，滿哪都朋友。
10645,,大埔,做大水个時節，這河壩做下係淰黃个泥漿水。
33856,,大埔,做大水个時節，戴在山肚个人愛特別小心。
33852,,大埔,做大水該下，戴在窩壢肚个人家愛特別細義。
10866,,大埔,做大水該下已得人驚。
8111,,大埔,做分人看，人正會服。
8526,,大埔,做月使得食豬腰。
11573,,大埔,做毋著事情，難怪分人罵。
8169,,大埔,做毋著斯愛承認。
33854,,大埔,做水災个時節，戴在中壢个人愛特別細義。
33855,,大埔,做水災个時節，戴在低湖个人家愛特別小心。
26323,,大埔,做世大人个人愛平心，屋家正會和。
8758,,大埔,做加幾遍，等熟手斯遽咧！
33930,,大埔,做生理个人到年底愛做尾牙，來請承勞／員工同主顧客食飯。
9461,,大埔,做生理係一門學問。
31327,,大埔,做生理愛有信用，毋好批人。
10694,,大埔,做生理愛秤頭足，人客正會輒輒來交關。
9295,,大埔,做先生个助理。
11993,,大埔,做先生愛有耐心。
26487,,大埔,做好心，自家得毋著。
9250,,大埔,做好事去食酒愛包禮。
8985,,大埔,做好選擇斯莫著切。
9249,,大埔,做百日愛請人來誦經。
25305,,大埔,做老公个有幾多兄弟？無半個。
8838,,大埔,做兵抽著陸軍。
8840,,大埔,做兵係一種義務。
33853,,大埔,做坑水个時節，戴在沙埔个人愛特別小心。
8043,,大埔,做事一下跍一下企，嗄腰骨疾。
9423,,大埔,做事衫看起來舊舊。
28041,,大埔,做事情定著愛有按算，事先好好規劃。
10181,,大埔,做事情莫恁慢板，愛遽兜。
25205,,大埔,做事情較老郎个人，事情還吂到，愛用著个東西，佢斯會先款好勢，毋會等到事情到咧，還吂張好，臨時及急，凶凶狂狂，毋單淨搣到舂頭嗑額，還有可能做毋著抑係無做揫，恁泥事情斯做毋圓滿。
11290,,大埔,做事喊毋行，食飯走第一！
8591,,大埔,做事愛有技巧。
10076,,大埔,做事愛像走馬拉松，順順來做，毋使急。
8662,,大埔,做事當伶俐。
8734,,大埔,做事儘儘採採，斯會分人嫌哦！
9676,,大埔,做到半條命。
8246,,大埔,做店員，對人客服務愛周到。
9356,,大埔,做明星無恁該。
25271,,大埔,做後叔、後哀个人，定著愛惜前人子。
25272,,大埔,做後叔、後哀儕，對前人子愛較好兜。
9221,,大埔,做歪事愛包香奠。
9251,,大埔,做歪事會搭篷。
8530,,大埔,做甜粄愛先挨粄。
26319,,大埔,做這隻箱，到半晝斯做得好。
10381,,大埔,做都會死，還分人嫌到臭屎，實在毋值。
31210,,大埔,做媒人个無保證會降倈，做先生个無保證學生會中狀元。
31316,,大埔,做媒人个無保證會降倈，做先生个無保證學生會中狀元。
33065,,大埔,做媒人个無保證會降倈，做先生个無保證學生會中狀元。
33172,,大埔,做媒人个無保證會降倈，做先生个無保證學生會中狀元。
33282,,大埔,做媒人个無保證會降倈，做先生个無保證學生會中狀元。
31207,,大埔,做媒人降倈，做先生中狀元。
31313,,大埔,做媒人降倈，做先生中狀元。
33062,,大埔,做媒人降倈，做先生中狀元。
33169,,大埔,做媒人降倈，做先生中狀元。
33279,,大埔,做媒人降倈，做先生中狀元。
31206,,大埔,做媒人無包降倈，做先生無包中狀元。
31312,,大埔,做媒人無包降倈，做先生無包中狀元。
33061,,大埔,做媒人無包降倈，做先生無包中狀元。
